"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","CZE","Czech Republic","2005","2005",3147,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","CZE","Czech Republic","2006","2006",2738,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","CZE","Czech Republic","2007","2007",2828,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","CZE","Czech Republic","2008","2008",2733,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","CZE","Czech Republic","2009","2009",2597,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","CZE","Czech Republic","2010","2010",2318,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","CZE","Czech Republic","2011","2011",2434,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","CZE","Czech Republic","2012","2012",2428,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","CZE","Czech Republic","2013","2013",2406,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","CZE","Czech Republic","2014","2014",2504,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","CZE","Czech Republic","2015","2015",2551,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","CZE","Czech Republic","2016","2016",2557,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","CZE","Czech Republic","2017","2017",2550,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1970","1970",5163,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1971","1971",5314,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1972","1972",4962,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1973","1973",4671,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1974","1974",3709,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1975","1975",3972,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1976","1976",3863,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1977","1977",3862,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1978","1978",3824,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1979","1979",3222,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1980","1980",2940,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1981","1981",2665,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1982","1982",2626,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1983","1983",2569,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1984","1984",2683,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1985","1985",2709,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1986","1986",2616,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1987","1987",2344,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1988","1988",2298,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1989","1989",2269,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1990","1990",2072,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1991","1991",1992,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1992","1992",2033,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1993","1993",1914,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1994","1994",1874,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1995","1995",1910,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1996","1996",1864,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1997","1997",1820,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1998","1998",1730,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","1999","1999",1765,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","2000","2000",1703,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","2001","2001",1580,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","2002","2002",1635,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","2003","2003",1560,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","2004","2004",1396,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","2005","2005",1216,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","2006","2006",1198,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","2007","2007",1219,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","2008","2008",1078,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","2009","2009",896,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","2010","2010",749,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","2011","2011",725,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","2012","2012",646,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","2013","2013",605,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","2014","2014",566,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","2015","2015",555,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","2016","2016",563,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","DNK","Denmark","2017","2017",545,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1960","1960",2193,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1961","1961",2519,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1962","1962",2702,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1963","1963",2763,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1964","1964",3092,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1965","1965",3487,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1966","1966",3196,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1967","1967",3332,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1968","1968",3106,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1969","1969",3298,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1970","1970",3480,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1971","1971",3475,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1972","1972",3445,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1973","1973",3399,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1974","1974",3020,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1975","1975",3004,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1976","1976",2477,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1977","1977",2386,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1978","1978",1831,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1979","1979",1839,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1980","1980",1766,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1981","1981",1890,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1982","1982",1889,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1983","1983",1930,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1984","1984",1884,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1985","1985",1951,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1986","1986",2188,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1987","1987",2180,,
"INJRACIR","Injuries in road traffic accidents","BLESSETX","Injured per million population","FIN","Finland","1988","1988",2407,,
